#This file maps mm10's rsem gene IDs to gene symbols
#Allon, July 2015
#Gene RSEM ID	Gene Sybmol	Biotype
gene10789	Orc5	protein_coding
gene1079	Ugt1a7c	protein_coding
gene10790	Gm15421	transcribed_processed_pseudogene
gene10791	6030443J06Rik	lincRNA
gene10792	LOC102635465	N/A
gene10795	LOC102635348	N/A
gene10796	Gm6560	N/A
gene10797	A930003O13Rik	N/A
gene10798	Lhfpl3	protein_coding
gene10799	LOC102635270	N/A
gene108	Smt3h2-ps4	processed_pseudogene
gene1080	Ugt1a6b	protein_coding
gene10800	Gm6564	processed_pseudogene
gene10801	LOC102635161	N/A
gene10802	LOC102640709	N/A
gene10803	LOC102635738	N/A
gene10804	LOC102635566	N/A
gene10805	LOC102635844	N/A
gene10806	5031425E22Rik	lincRNA
gene10807	Kmt2e	protein_coding
gene10808	Srpk2	protein_coding
gene10809	AI506816	N/A
gene1081	Ugt1a6a	protein_coding
gene10810	LOC101056102	N/A
gene10811	Pus7	protein_coding
gene10812	Rint1	protein_coding
gene10813	4933427G23Rik	transcribed_processed_pseudogene
gene10814	Tomm7	protein_coding
gene10815	2700038G22Rik	lincRNA
gene10816	Snord93	snoRNA
gene10818	Fam126a	protein_coding
gene10819	Gm6745	N/A
gene1082	LOC102636719	N/A
gene10821	Klhl7	protein_coding
gene10822	Gm3724	N/A
gene10823	Nupl2	protein_coding
gene10825	LOC102636299	N/A
gene10826	LOC102636401	N/A
gene10827	Kcnh2	protein_coding
gene10828	Nos3	protein_coding
gene10829	Atg9b	protein_coding
gene1083	Ugt1a5	protein_coding
gene10830	Abcb8	protein_coding
gene10831	Cdk5	protein_coding
gene10832	Asic3	protein_coding
gene10833	Slc4a2	protein_coding
gene10834	Fastk	protein_coding
gene10835	Tmub1	protein_coding
gene10836	Agap3	protein_coding
gene10837	Gbx1	protein_coding
gene10838	Asb10	protein_coding
gene10839	4931409K22Rik	protein_coding
gene10840	Abcf2	protein_coding
gene10841	Gm10221	processed_pseudogene
gene10842	Chpf2	protein_coding
gene10843	Mir671	miRNA
gene10844	Smarcd3	protein_coding
gene10845	1700022A21Rik	transcribed_processed_pseudogene
gene10846	Nub1	protein_coding
gene10847	Wdr86	protein_coding
gene10848	LOC102636557	N/A
gene10849	Crygn	protein_coding
gene10850	Rheb	protein_coding
gene10851	Prkag2	protein_coding
gene10852	Prkag2os1	antisense
gene10853	LOC102636805	N/A
gene10854	1500035N22Rik	lincRNA
gene10855	2900005J15Rik	processed_transcript
gene10857	LOC102636886	N/A
gene10858	Galntl5	protein_coding
gene10859	Galnt11	protein_coding
gene1086	Ugt1a2	protein_coding
gene10860	Kmt2c	protein_coding
gene10861	LOC102640385	N/A
gene10863	4831440E17Rik	lincRNA
gene10864	Cct8l1	protein_coding
gene10865	1700096K18Rik	lincRNA
gene10867	Xrcc2	protein_coding
gene10868	Actr3b	protein_coding
gene10869	Gm21655	protein_coding
gene1087	Dnajb3	protein_coding
gene10870	Gm21663	N/A
gene10871	Gm21671	protein_coding
gene10872	Gm21168	N/A
gene10873	Gm21680	N/A
gene10874	Gm21698	protein_coding
gene10875	Gm1979	protein_coding
gene10876	Gm5067	processed_pseudogene
gene10877	Gm5862	protein_coding
gene10878	Speer4a	protein_coding
gene10879	Gm7347	protein_coding
gene1088	Ugt1a1	protein_coding
gene10881	Gm10471	protein_coding
gene10882	5031410I06Rik	protein_coding
gene10883	Gm10220	protein_coding
gene10884	LOC102637190	N/A
gene10885	Gm7361	protein_coding
gene10887	LOC102637823	N/A
gene10888	4930584F24Rik	lincRNA
gene10889	Dpp6	protein_coding
gene1089	Mroh2a	protein_coding
gene10890	LOC101056129	N/A
gene10891	LOC102637904	N/A
gene10892	Speer4b	protein_coding
gene10893	Paxip1	protein_coding
gene10894	Gm20239	N/A
gene10895	Htr5a	protein_coding
gene10897	LOC102638085	N/A
gene10898	Gm4865	N/A
gene10899	LOC102638729	N/A
gene1090	Hjurp	protein_coding
gene10900	LOC102638633	N/A
gene10901	Insig1	protein_coding
gene10902	LOC102638509	N/A
gene10903	En2	protein_coding
gene10904	LOC102638961	N/A
gene10905	Cnpy1	protein_coding
gene10906	LOC102639141	N/A
gene10907	LOC102639248	N/A
gene10908	Rbm33	protein_coding
gene10909	Shh	protein_coding
gene1091	Trpm8	protein_coding
gene10910	9530036O11Rik	antisense
gene10911	Gm10290	N/A
gene10912	LOC102639504	N/A
gene10913	LOC102639425	N/A
gene10914	LOC102639355	N/A
gene10915	LOC102639611	N/A
gene10916	Rnf32	protein_coding
gene10917	Gm7420	transcribed_processed_pseudogene
gene10918	Lmbr1	protein_coding
gene10919	LOC102639804	N/A
gene1092	Spp2	protein_coding
gene10920	LOC102639878	N/A
gene10921	Nom1	protein_coding
gene10922	Mnx1	protein_coding
gene10923	Gm6083	processed_pseudogene
gene10924	Ube3c	protein_coding
gene10925	Gm5129	protein_coding
gene10926	Dnajb6	protein_coding
gene10927	LOC102639962	N/A
gene10928	LOC102640024	N/A
gene1093	LOC102636980	N/A
gene10931	A230098N10Rik	N/A
gene10932	Il6	protein_coding
gene10933	LOC102640315	N/A
gene10934	LOC102640248	N/A
gene10935	Tyms	protein_coding
gene10936	Gm4961	N/A
gene10938	3110082J24Rik	protein_coding
gene10939	Gareml	protein_coding
gene1094	LOC102636823	N/A
gene10940	Hadha	protein_coding
gene10941	Hadhb	protein_coding
gene10942	Mir1960	miRNA
gene10943	Gpr113	N/A
gene10944	Ept1	protein_coding
gene10945	Drc1	protein_coding
gene10946	Otof	protein_coding
gene10947	1700001C02Rik	protein_coding
gene10948	Cib4	protein_coding
gene10949	Gm9899	pseudogene
gene1095	LOC102637134	N/A
gene10950	Kcnk3	protein_coding
gene10951	Mir5625	miRNA
gene10952	Slc35f6	protein_coding
gene10953	Cenpa	protein_coding
gene10955	Dpysl5	protein_coding
gene10956	LOC102639409	N/A
gene10957	Mapre3	protein_coding
gene10958	Tmem214	protein_coding
gene10959	LOC102639492	N/A
gene1096	Glrp1	protein_coding
gene10960	n-Ty9	N/A
gene10961	n-Ta15	N/A
gene10962	Agbl5	protein_coding
gene10963	Ost4	protein_coding
gene10964	Emilin1	protein_coding
gene10965	Khk	protein_coding
gene10966	Cgref1	protein_coding
gene10967	Abhd1	protein_coding
gene10968	Preb	protein_coding
gene10969	LOC102639565	N/A
gene1097	LOC102637214	N/A
gene10970	Tcf23	protein_coding
gene10971	Slc5a6	protein_coding
gene10972	Atraid	protein_coding
gene10973	Cad	protein_coding
gene10974	Slc30a3	protein_coding
gene10975	Dnajc5g	protein_coding
gene10976	Trim54	protein_coding
gene10977	Ucn	protein_coding
gene10978	Mpv17	N/A
gene10979	Gtf3c2	N/A
gene1098	Gm19589	lincRNA
gene10980	Eif2b4	protein_coding
gene10981	LOC102639833	N/A
gene10982	Snx17	protein_coding
gene10983	Zfp513	protein_coding
gene10984	Ppm1g	protein_coding
gene10985	Nrbp1	protein_coding
gene10986	Krtcap3	protein_coding
gene10987	Ift172	protein_coding
gene10988	Fndc4	protein_coding
gene10989	Gckr	protein_coding
gene1099	Arl4c	protein_coding
gene10990	Gm19457	N/A
gene10991	LOC101055634	N/A
gene10992	LOC102640003	N/A
gene10993	Zfp512	protein_coding
gene10994	4930548H24Rik	protein_coding
gene10995	Gpn1	protein_coding
gene10996	Supt7l	protein_coding
gene10997	Slc4a1ap	protein_coding
gene10998	AI839979	N/A
gene10999	LOC100503002	N/A
gene11	LOC102631571	N/A
gene110	LOC102636435	N/A
gene1100	2410088K16Rik	lincRNA
gene11000	Mrpl33	protein_coding
gene11001	Rbks	protein_coding
gene11002	LOC102640508	N/A
gene11003	Mir3473e	miRNA
gene11004	Bre	protein_coding
gene11005	LOC102640651	N/A
gene11006	Fosl2	protein_coding
gene11007	LOC102640735	N/A
gene11009	LOC102640801	N/A
gene1101	LOC102637295	N/A
gene11010	Plb1	protein_coding
gene11011	LOC102640881	N/A
gene11012	Gm5864	N/A
gene11013	Ppp1cb	protein_coding
gene11014	LOC102640951	N/A
gene11015	Yes1	protein_coding
gene11017	Pisd	protein_coding
gene11018	Prr14l	protein_coding
gene1102	Gm4753	processed_pseudogene
gene11020	Depdc5	protein_coding
gene11021	Ywhah	protein_coding
gene11022	LOC102631525	N/A
gene11023	LOC102631595	N/A
gene11024	Rpl35a-ps5	processed_pseudogene
gene11025	Slc5a1	protein_coding
gene11026	Spon2	protein_coding
gene11027	Ctbp1	protein_coding
gene11028	LOC102632070	N/A
gene11029	Maea	protein_coding
gene1103	LOC102637364	N/A
gene11030	Uvssa	protein_coding
gene11031	Nkx1-1	protein_coding
gene11032	Fam53a	protein_coding
gene11033	Gm9903	lincRNA
gene11034	Slbp	protein_coding
gene11035	Tmem129	protein_coding
gene11036	Tacc3	protein_coding
gene11037	Fgfr3	protein_coding
gene11038	Letm1	protein_coding
gene11039	Gm10059	processed_pseudogene
gene1104	LOC102637479	N/A
gene11040	LOC102632710	N/A
gene11041	Whsc1	protein_coding
gene11042	LOC102638619	N/A
gene11043	Nelfa	protein_coding
gene11044	Mir7024	miRNA
gene11045	LOC102632833	N/A
gene11046	Gm1673	protein_coding
gene11047	Nat8l	protein_coding
gene11048	Poln	protein_coding
gene11049	Gm19798	N/A
gene1105	1700067G17Rik	lincRNA
gene11050	4930557J02Rik	N/A
gene11051	Haus3	protein_coding
gene11052	Mxd4	protein_coding
gene11053	Zfyve28	protein_coding
gene11054	Gm21446	N/A
gene11055	Gm5553	N/A
gene11056	A830049F12Rik	N/A
gene11057	Rnf4	protein_coding
gene11058	Fam193a	protein_coding
gene11059	Tnip2	protein_coding
gene11060	Sh3bp2	protein_coding
gene11061	Add1	protein_coding
gene11062	Mir7036b	miRNA
gene11063	Mfsd10	protein_coding
gene11064	Nop14	protein_coding
gene11065	LOC102633804	N/A
gene11066	Grk4	protein_coding
gene11067	Htt	protein_coding
gene11068	Msantd1	protein_coding
gene11069	Rgs12	protein_coding
gene1107	Sh3bp4	protein_coding
gene11070	Mir3097	miRNA
gene11071	Hgfac	protein_coding
gene11072	Dok7	protein_coding
gene11073	Lrpap1	protein_coding
gene11074	LOC102633879	N/A
gene11075	Adra2c	protein_coding
gene11076	LOC102633959	N/A
gene11077	4930478P22Rik	N/A
gene11078	E130018O15Rik	lincRNA
gene11079	Hmx1	protein_coding
gene1108	LOC102637553	N/A
gene11080	Cpz	protein_coding
gene11081	Plk-ps1	processed_pseudogene
gene11082	Trmt44	protein_coding
gene11083	4931431C16Rik	processed_transcript
gene11084	Acox3	protein_coding
gene11085	Htra3	protein_coding
gene11086	Sh3tc1	protein_coding
gene11087	LOC102634261	N/A
gene11088	Ablim2	protein_coding
gene11089	Afap1	protein_coding
gene1109	Gm5259	processed_pseudogene
gene11091	Sorcs2	protein_coding
gene11092	LOC102634649	N/A
gene11093	LOC102634572	N/A
gene11094	LOC102634339	N/A
gene11095	Psapl1	protein_coding
gene11096	Mir7689	miRNA
gene11097	2210406O10Rik	processed_transcript
gene11098	Grpel1	protein_coding
gene11099	Tada2b	protein_coding
gene111	Trpa1	protein_coding
gene1110	C030007H22Rik	lincRNA
gene11100	Ccdc96	protein_coding
gene11101	Tbc1d14	protein_coding
gene11102	LOC102635108	N/A
gene11103	D5Ertd579e	protein_coding
gene11104	LOC102635181	N/A
gene11105	LOC102635368	N/A
gene11106	LOC102635763	N/A
gene11107	LOC102635894	N/A
gene11108	Bloc1s4	protein_coding
gene11109	Mrfap1	protein_coding
gene1111	Agap1	protein_coding
gene11110	Man2b2	protein_coding
gene11111	Ppp2r2c	protein_coding
gene11112	Ppp2r2cos	antisense
gene11113	Wfs1	protein_coding
gene11114	LOC102636065	N/A
gene11115	LOC102635965	N/A
gene11116	Jakmip1	protein_coding
gene11118	Gm1043	protein_coding
gene11119	Crmp1	protein_coding
gene1112	LOC102637731	N/A
gene11120	Evc	protein_coding
gene11121	Evc2	protein_coding
gene11122	LOC102638498	N/A
gene11123	Stk32b	protein_coding
gene11124	Cytl1	protein_coding
gene11125	Msx1	protein_coding
gene11126	Msx1os	N/A
gene11127	LOC102637093	N/A
gene11128	LOC102637176	N/A
gene11129	Stx18	protein_coding
gene1113	LOC102637655	N/A
gene11130	LOC102637294	N/A
gene11131	Nsg1	protein_coding
gene11132	Zbtb49	protein_coding
gene11133	Lyar	protein_coding
gene11134	Tmem128	protein_coding
gene11135	Otop1	protein_coding
gene11136	LOC102637363	N/A
gene11137	LOC102637436	N/A
gene11138	Drd5	protein_coding
gene11139	4930487D11Rik	N/A
gene1114	4933400F21Rik	processed_transcript
gene11140	Slc2a9	protein_coding
gene11141	Wdr1	protein_coding
gene11142	4930421P07Rik	processed_pseudogene
gene11143	Zfp518b	protein_coding
gene11144	LOC102638156	N/A
gene11145	Clnk	protein_coding
gene11146	LOC102638069	N/A
gene11147	Clnkos	antisense
gene11148	LOC102638341	N/A
gene11149	LOC102638419	N/A
gene1115	Gbx2	protein_coding
gene11150	LOC102638496	N/A
gene11151	Gm5291	N/A
gene11152	4930513D17Rik	N/A
gene11153	Hs3st1	protein_coding
gene11155	LOC102638690	N/A
gene11157	Gm4754	N/A
gene11158	LOC102638872	N/A
gene11159	LOC102638943	N/A
gene1116	LOC102637806	N/A
gene11160	Rab28	protein_coding
gene11162	Nkx3-2	protein_coding
gene11163	Bod1l	protein_coding
gene11165	Mir6414	miRNA
gene11166	Gm20156	N/A
gene11167	Gm16223	protein_coding
gene11168	Gm7181	N/A
gene11169	Gm5554	N/A
gene1117	Asb18	protein_coding
gene11170	Gm7854	antisense
gene11171	Cpeb2	protein_coding
gene11172	C1qtnf7	protein_coding
gene11173	Cc2d2a	protein_coding
gene11174	LOC102639450	N/A
gene11175	Fbxl5	protein_coding
gene11176	Bst1	protein_coding
gene11177	Cd38	protein_coding
gene11178	Gm7879	protein_coding
gene1118	LOC102637925	N/A
gene11181	Fgfbp1	protein_coding
gene11182	Prom1	protein_coding
gene11183	Gm16401	antisense
gene11184	LOC102639636	N/A
gene11185	Tapt1	protein_coding
gene11186	LOC102639711	N/A
gene11187	Gm5865	N/A
gene11188	LOC102639787	N/A
gene11189	Ldb2	protein_coding
gene1119	Iqca	protein_coding
gene11190	LOC102639864	N/A
gene11191	4930431F12Rik	lincRNA
gene11192	LOC102640004	N/A
gene11193	LOC102639945	N/A
gene11194	Qdpr	protein_coding
gene11195	Clrn2	protein_coding
gene11196	Lap3	protein_coding
gene11197	Med28	protein_coding
gene11198	Fam184b	protein_coding
gene11199	LOC102640086	N/A
gene112	Gm5048	N/A
gene1120	4930434B07Rik	lincRNA
gene11200	9630001P10Rik	antisense
gene11201	1600023N17Rik	N/A
gene11202	Ncapg	protein_coding
gene11203	Lcorl	protein_coding
gene11204	LOC102640298	N/A
gene11205	Gm3414	N/A
gene11207	LOC102640198	N/A
gene11208	4930405L22Rik	N/A
gene11209	Gm7931	processed_pseudogene
gene1121	Ackr3	protein_coding
gene11210	Gm17824	N/A
gene11212	Slit2	protein_coding
gene11213	Mir218-1	miRNA
gene11214	Pacrgl	protein_coding
gene11215	Kcnip4	protein_coding
gene11216	5730480H06Rik	N/A
gene11218	LOC102640573	N/A
gene11219	Gm5555	processed_pseudogene
gene1122	LOC102638342	N/A
gene11220	Gm7988	N/A
gene11221	Gpr125	N/A
gene11222	LOC102640694	N/A
gene11223	4930448I18Rik	N/A
gene11224	Mir8117	miRNA
gene11226	LOC102640770	N/A
gene11227	LOC102640843	N/A
gene11229	LOC102631632	N/A
gene1123	LOC102638195	N/A
gene11230	Ppargc1a	protein_coding
gene11231	Mir6417	miRNA
gene11232	Dhx15	protein_coding
gene11233	9230114K14Rik	lincRNA
gene11234	C130083M11Rik	N/A
gene11235	LOC102631701	N/A
gene11236	Sod3	protein_coding
gene11237	Ccdc149	protein_coding
gene11238	Lgi2	protein_coding
gene11239	Gm5866	processed_pseudogene
gene1124	LOC102638421	N/A
gene11240	8030423F21Rik	lincRNA
gene11241	LOC102631991	N/A
gene11242	Sepsecs	protein_coding
gene11243	Pi4k2b	protein_coding
gene11244	Zcchc4	protein_coding
gene11245	Anapc4	protein_coding
gene11246	LOC102632071	N/A
gene11247	5033403H07Rik	N/A
gene11248	LOC102632151	N/A
gene11249	LOC102632222	N/A
gene1125	LOC102638497	N/A
gene11250	Slc34a2	protein_coding
gene11251	Sel1l3	protein_coding
gene11252	LOC102632375	N/A
gene11253	LOC102632295	N/A
gene11254	LOC102632451	N/A
gene11255	Smim20	protein_coding
gene11256	Rbpj	protein_coding
gene11257	Cckar	protein_coding
gene11258	Tbc1d19	protein_coding
gene11259	LOC102632559	N/A
gene1126	LOC102638618	N/A
gene11260	Stim2	protein_coding
gene11261	Gm10440	N/A
gene11263	Gm8069	N/A
gene11264	Gm15975	processed_pseudogene
gene11265	Gm8085	N/A
gene11266	Gm20223	N/A
gene11267	LOC102632800	N/A
gene1127	LOC102638691	N/A
gene11272	4932441J04Rik	processed_transcript
gene11273	Gm8121	processed_pseudogene
gene11274	Pcdh7	protein_coding
gene11275	Gm17977	N/A
gene11276	4930459L07Rik	N/A
gene11278	4933402J10Rik	N/A
gene1128	Cops8	protein_coding
gene11281	Gm8182	N/A
gene11282	G6pd2	protein_coding
gene11284	Arap2	protein_coding
gene11285	LOC102639164	N/A
gene11286	Gm17384	N/A
gene11287	LOC102632875	N/A
gene11288	3110047P20Rik	N/A
gene11289	LOC102632984	N/A
gene1129	LOC102638753	N/A
gene11290	0610040J01Rik	protein_coding
gene11291	Rell1	protein_coding
gene11292	5830416I19Rik	N/A
gene11293	Pgm1	protein_coding
gene11294	Tbc1d1	protein_coding
gene11296	Gm6044	processed_pseudogene
gene11297	LOC102633380	N/A
gene11298	LOC102633571	N/A
gene11299	1700027F09Rik	lincRNA
gene113	Gm19917	N/A
gene1130	LOC102638873	N/A
gene11300	C030018K13Rik	N/A
gene11301	LOC102633646	N/A
gene11302	Gm3716	N/A
gene11303	LOC102633729	N/A
gene11304	LOC102633806	N/A
gene11305	LOC102633882	N/A
gene11306	LOC102634072	N/A
gene11307	Klf3	protein_coding
gene11308	LOC102633994	N/A
gene11309	LOC102634262	N/A
gene1131	Col6a3	protein_coding
gene11311	LOC102634375	N/A
gene11312	Tlr1	protein_coding
gene11313	Tlr6	protein_coding
gene11314	Fam114a1	protein_coding
gene11315	Mir574	miRNA
gene11316	Tmem156	protein_coding
gene11317	LOC102634899	N/A
gene11318	Klhl5	protein_coding
gene11319	Wdr19	protein_coding
gene1132	LOC102638944	N/A
gene11320	Rfc1	protein_coding
gene11321	Klb	protein_coding
gene11322	Rpl9	protein_coding
gene11323	Lias	protein_coding
gene11324	Ugdh	protein_coding
gene11325	Smim14	protein_coding
gene11326	Ube2k	protein_coding
gene11327	Pds5a	protein_coding
gene11328	N4bp2	protein_coding
gene11329	LOC102634968	N/A
gene1133	Mlph	protein_coding
gene11330	Rhoh	protein_coding
gene11331	LOC102635037	N/A
gene11332	LOC102635144	N/A
gene11333	Chrna9	protein_coding
gene11334	LOC102635442	N/A
gene11335	LOC102635219	N/A
gene11336	9130230L23Rik	protein_coding
gene11337	Rbm47	protein_coding
gene11338	LOC102635521	N/A
gene11339	1700126H18Rik	N/A
gene1134	Prlh	protein_coding
gene11340	LOC102635586	N/A
gene11341	Gm15794	processed_pseudogene
gene11342	Nsun7	protein_coding
gene11343	Apbb2	protein_coding
gene11344	LOC102635692	N/A
gene11345	Uchl1os	antisense
gene11346	Uchl1	protein_coding
gene11347	Limch1	protein_coding
gene11348	Gm6517	processed_pseudogene
gene1135	Rab17	protein_coding
gene11350	LOC102635792	N/A
gene11351	Phox2b	protein_coding
gene11352	LOC102635966	N/A
gene11353	LOC102636139	N/A
gene11354	Tmem33	protein_coding
gene11355	Slc30a9	protein_coding
gene11356	Bend4	protein_coding
gene11357	LOC102636213	N/A
gene11358	LOC102636275	N/A
gene11359	LOC102636357	N/A
gene1136	Lrrfip1	protein_coding
gene11360	C330024D21Rik	N/A
gene11361	LOC102636459	N/A
gene11362	Shisa3	protein_coding
gene11363	Atp8a1	protein_coding
gene11364	4930425K10Rik	N/A
gene11365	Gm5108	protein_coding
gene11366	Grxcr1	protein_coding
gene11367	LOC102636902	N/A
gene11368	LOC102639374	N/A
gene11369	Kctd8	protein_coding
gene1137	Rbm44	protein_coding
gene11370	Gm5867	processed_pseudogene
gene11371	Yipf7	protein_coding
gene11372	Guf1	protein_coding
gene11373	Gnpda2	protein_coding
gene11374	Gabrg1	protein_coding
gene11375	Gabra2	protein_coding
gene11376	Cox7b2	protein_coding
gene11377	Gabra4	protein_coding
gene11378	Gabrb1	protein_coding
gene11379	Gm15617	processed_pseudogene
gene1138	LOC102639030	N/A
gene11381	Commd8	protein_coding
gene11382	Atp10d	polymorphic_pseudogene
gene11383	Corin	protein_coding
gene11384	LOC102637215	N/A
gene11385	LOC102637094	N/A
gene11386	Nfxl1	protein_coding
gene11387	LOC102637296	N/A
gene11388	Zar1	protein_coding
gene11389	Gm5868	protein_coding
gene1139	Gm7776	processed_pseudogene
gene11390	Cnga1	protein_coding
gene11391	Gm5297	N/A
gene11392	Nipal1	protein_coding
gene11393	Txk	protein_coding
gene11394	Tec	protein_coding
gene11395	Slain2	protein_coding
gene11396	Slc10a4	protein_coding
gene11397	LOC102637480	N/A
gene11398	LOC102639495	N/A
gene11399	Fryl	protein_coding
gene114	Gm10566	processed_pseudogene
gene1140	Ramp1	protein_coding
gene11400	1700071G01Rik	antisense
gene11401	LOC102639597	N/A
gene11402	LOC102637656	N/A
gene11403	1700025M24Rik	lincRNA
gene11404	Ociad1	protein_coding
gene11405	Ociad2	protein_coding
gene11406	LOC102637769	N/A
gene11407	LOC102637887	N/A
gene11408	LOC102639712	N/A
gene11409	Cwh43	protein_coding
gene1141	Ube2f	protein_coding
gene11410	LOC100862249	N/A
gene11411	Dcun1d4	protein_coding
gene11412	Lrrc66	protein_coding
gene11413	Sgcb	protein_coding
gene11414	LOC102638308	N/A
gene11415	Spata18	protein_coding
gene11416	LOC102638380	N/A
gene11417	Usp46	protein_coding
gene11418	LOC102634340	N/A
gene11419	LOC102634225	N/A
gene1142	LOC102639127	N/A
gene11420	Dancr	processed_transcript
gene11421	Snora26	snoRNA
gene11422	LOC102634417	N/A
gene11423	Rasl11b	protein_coding
gene11424	Scfd2	protein_coding
gene11425	LOC102634573	N/A
gene11426	LOC102634496	N/A
gene11427	Fip1l1	protein_coding
gene11428	Lnx1	protein_coding
gene11429	LOC102634806	N/A
gene1143	Scly	protein_coding
gene11430	LOC102634697	N/A
gene11432	Gm6116	lincRNA
gene11433	Chic2	protein_coding
gene11435	Gsx2	protein_coding
gene11437	Gm19583	N/A
gene11438	LOC102634969	N/A
gene1144	Espnl	protein_coding
gene11440	Pdgfra	protein_coding
gene11441	Mir7025	miRNA
gene11443	Kit	protein_coding
gene11444	LOC102635038	N/A
gene11445	LOC102635146	N/A
gene11446	Gm19590	N/A
gene11447	Kdr	protein_coding
gene11448	LOC102635370	N/A
gene11449	LOC102635444	N/A
gene1145	Klhl30	protein_coding
gene11451	Srd5a3	protein_coding
gene11452	LOC102636882	N/A
gene11453	LOC102636956	N/A
gene11454	LOC102637026	N/A
gene11455	Tmem165	protein_coding
gene11457	Clock	protein_coding
gene11459	Gm7467	antisense
gene1146	Fam132b	protein_coding
gene11460	Pdcl2	protein_coding
gene11461	4930432L08Rik	processed_transcript
gene11462	Nmu	protein_coding
gene11463	LOC102637337	N/A
gene11464	Gm7271	lincRNA
gene11465	Exoc1	protein_coding
gene11466	Cep135	protein_coding
gene11467	C530008M17Rik	protein_coding
